"","target","feature","n_eff","mi","cramer_v","polychor","theil_u","type_feature","type_target","score","rank_theilU","rank_mi","rank_cramer","rank_poly","rank_score","rank"
"6420","t_Q204","Q66",4861,0.00308264207590359,0.0457744133380992,NA,0.00246168682409258,"nominal","nominal",0.00697924605103654,173,173,189,1,183,183
"6421","t_Q204","Q78",4868,0.00309202823122057,0.04532978665431,NA,0.00246878485111219,"nominal","nominal",0.00694185804546448,172,172,192,1,184,184
"6422","t_Q204","Q58",4940,0.00299498519332886,0.0460276407057174,NA,0.00239159168990898,"nominal","nominal",0.00693621464251579,176,176,188,1,185,185
"6423","t_Q204","Q260",4952,0.001560914707321,0.0558127718708072,NA,0.00124771391111303,"nominal","nominal",0.00679817994594484,208,208,134,1,186,186
"6424","t_Q204","Q236",4678,0.00294368270908496,0.0445375061480249,NA,0.0023493333110754,"nominal","nominal",0.00674645541417322,179,179,193,1,187,187
"6425","t_Q204","Q53",4924,0.00282678445864271,0.0441422823362059,NA,0.00226020484947214,"ordinal","nominal",0.00661838648089669,181,181,195,1,188,188
"6426","t_Q204","Q18",4921,0.00145587346770082,0.0542934037849754,NA,0.00116333289409746,"ordinal","nominal",0.00656410215526627,209,209,143,1,189,189
"6427","t_Q204","Q251",4843,0.00326261144207685,0.0399846382659339,NA,0.00260384696885269,"nominal","nominal",0.00653955544052805,169,170,208,1,190,190
"6428","t_Q204","Q119",4021,0.00271510609087411,0.0427790719600997,NA,0.00217100015364141,"ordinal","nominal",0.00639503911545705,183,182,199,1,191,191
"6429","t_Q204","Q150",4892,0.00138641999421818,0.0525549308505644,NA,0.00111000662788456,"nominal","nominal",0.00633742306005263,210,210,151,1,192,192
"6430","t_Q204","Q59",4918,0.00268680719326131,0.0424166807554118,NA,0.00214210943195807,"nominal","nominal",0.00633297589269442,184,184,200,1,193,193
"6431","t_Q204","Q61",4895,0.00249680805471009,0.043432691957573,NA,0.00199411864237825,"nominal","nominal",0.00628878279759728,189,189,198,1,194,194
"6432","t_Q204","Q74",4812,0.00254109218455234,0.0414314673638775,NA,0.00203503687375757,"nominal","nominal",0.006126496516008,188,188,201,1,195,195
"6433","t_Q204","Q196",4890,0.00256727972958171,0.0411544204831337,NA,0.00205433831991646,"nominal","nominal",0.00611822895913776,186,186,202,1,196,196
"6434","t_Q204","Q144",4876,0.00125401734271868,0.0513905275604868,NA,0.00100201730134447,"ordinal","nominal",0.00611646833967096,214,214,162,1,197,197
"6435","t_Q204","Q252",4835,0.00293832537300176,0.037629443954488,NA,0.00234618466693101,"nominal","nominal",0.00605215280750794,180,180,212,1,198,198
"6436","t_Q204","Q155",4783,0.00248888722175078,0.0406316058051421,NA,0.00199084252893277,"nominal","nominal",0.00600433226439911,190,190,204,1,199,199
"6437","t_Q204","Q76",4846,0.00248242116713726,0.0406360093962734,NA,0.00198369343850788,"nominal","nominal",0.00599854335287325,191,191,203,1,200,200
"6438","t_Q204","Q98",4893,0.00197801002877096,0.0441533552305272,NA,0.00158317419258898,"nominal","nominal",0.0059586430472374,199,199,194,1,201,201
"6439","t_Q204","Q30",4922,0.00246067514006398,0.0401059558194136,NA,0.00196553903860272,"ordinal","nominal",0.00592812154712219,192,192,206,1,202,202
"6440","t_Q204","Q45",4832,0.00196573000273759,0.0437481300877054,NA,0.00157284161990456,"nominal","nominal",0.00590823698153455,201,201,196,1,203,203
"6441","t_Q204","Q117",4656,0.00235420540292797,0.0400427458683013,NA,0.00188476414986306,"nominal","nominal",0.00584139469762636,193,193,207,1,204,204
"6442","t_Q204","Q93",3368,0.00184902638295625,0.043597190896577,NA,0.00147054633142037,"nominal","nominal",0.0057967548033968,203,203,197,1,205,205
"6443","t_Q204","Q11",4911,0.00115178010062333,0.0479653641498711,NA,0.000919993007984834,"nominal","nominal",0.00569406624996501,215,215,181,1,206,206
"6444","t_Q204","Q20",4896,0.00114900185171418,0.0478838995472194,NA,0.00091798352320191,"ordinal","nominal",0.00568388062415734,216,216,182,1,207,207
"6445","t_Q204","Q265",4565,0.00108736061850045,0.0457496252483805,NA,0.00085989653679068,"nominal","nominal",0.00541710863246259,218,217,190,1,208,208
"6446","t_Q204","Q46",4926,0.00208429506005636,0.0374088826809336,NA,0.0016651674555815,"nominal","nominal",0.00536527725945917,196,196,213,1,209,209
"6447","t_Q204","Q103",4879,0.0016835382474758,0.0404843804303924,NA,0.00134765691073678,"nominal","nominal",0.00536209366372405,205,205,205,1,210,210
"6448","t_Q204","Q60",4933,0.0019689055511396,0.0367383458961059,NA,0.00157306698658342,"nominal","nominal",0.00520834644690252,200,200,215,1,211,211
"6449","t_Q204","Q190",4918,0.0020134818259514,0.0324012327716653,NA,0.00161111395069623,"nominal","nominal",0.00481083619536969,197,197,223,1,212,212
"6450","t_Q204","Q284",3788,0.00135628938102084,0.0369728786989423,NA,0.00108758684451159,"nominal","nominal",0.00475672679090744,211,211,214,1,213,213
"6451","t_Q204","Q1",4947,0.00162950815853424,0.0344345602744394,NA,0.00130145381065263,"ordinal","nominal",0.00471318076139579,206,206,220,1,214,214
"6452","t_Q204","Q92",3378,0.00130148553616394,0.0359186384981319,NA,0.00105742734822182,"nominal","nominal",0.00461676591959546,212,212,217,1,215,215
"6453","t_Q204","Q139",4542,0.000770640118724408,0.0392926974457521,NA,0.000608074261733595,"ordinal","nominal",0.00452530633723269,219,219,209,1,216,216
"6454","t_Q204","Q198",4865,0.00157891229245699,0.0325195552449191,NA,0.00126309608189775,"nominal","nominal",0.00448348686136765,207,207,222,1,217,217
"6455","t_Q204","Q145",4868,0.000724193298165865,0.0388197548824361,NA,0.000578221697271995,"ordinal","nominal",0.00444616649605657,221,221,210,1,218,218
"6456","t_Q204","Q263",4931,0.000734296004262447,0.0381738730427052,NA,0.000587059067090676,"nominal","nominal",0.00438991154580366,220,220,211,1,219,219
"6457","t_Q204","Q149",4887,0.000650730418778167,0.0361660449888208,NA,0.000521000245810425,"nominal","nominal",0.00412442377200178,222,222,216,1,220,220
"6458","t_Q204","Q9",4913,0.000626076607793458,0.0354336102371795,NA,0.000499812073294268,"nominal","nominal",0.00403107125003254,223,223,218,1,221,221
"6459","t_Q204","Q16",4906,0.000613217807459598,0.0349698959423937,NA,0.000489813106886784,"nominal","nominal",0.00397484280060932,224,224,219,1,222,222
"6460","t_Q204","Q116",4768,0.00125659172495851,0.02897447353684,NA,0.00100390433536331,"nominal","nominal",0.00387676747238953,213,213,225,1,223,223
"6461","t_Q204","Q269",4616,0.000598163376221983,0.0331641694902607,NA,0.000472057281976935,"nominal","nominal",0.00377910033107882,225,225,221,1,224,224
"6462","t_Q204","Q235",4732,0.0010745598776003,0.0268639579771245,NA,0.000861373630576498,"nominal","nominal",0.00352558793933844,217,218,229,1,225,225
"6463","t_Q204","Q140",4555,0.00043199035885344,0.0293834010362431,NA,0.000341006688901619,"ordinal","nominal",0.00327254122462131,226,226,224,1,226,226
"6464","t_Q204","Q125",3341,0.000401705398743957,0.0285732765429933,NA,0.000318137764565153,"ordinal","nominal",0.00316872193266161,227,227,226,1,227,227
"6465","t_Q204","Q285",4878,0.000375614974258198,0.0274085969678695,NA,0.000300139530215002,"ordinal","nominal",0.00303362790719341,228,228,227,1,228,228
"6466","t_Q204","Q174",4744,0.000363339974080112,0.027026693785548,NA,0.000290609829906462,"nominal","nominal",0.00298603726872271,229,229,228,1,229,229
"6467","t_Q204","Q13",4906,0.000338291060647755,0.0260763262790172,NA,0.000270008315822287,"nominal","nominal",0.00287112493558942,230,230,230,1,230,230
"6468","t_Q204","Q7",4940,0.000218895649822137,0.0210763583512032,NA,0.000174955636034295,"nominal","nominal",0.00227827791168754,231,231,231,1,231,231
"6469","t_Q208","N_REGION_ISO",4934,0.312961978126507,0.391606147139141,NA,0.213950612625348,"nominal","nominal",0.261419575727075,1,1,1,1,1,1
"6470","t_Q208","Q223",3728,0.220706033368647,0.331387494647686,NA,0.151777040125275,"nominal","nominal",0.190416783550528,2,2,2,1,2,2
"6471","t_Q208","Q290",4384,0.144572361145298,0.269569334523641,NA,0.0983024585077161,"nominal","nominal",0.129310116900583,3,3,3,1,3,3
"6472","t_Q208","Q267",4529,0.117936369195139,0.247642754429744,NA,0.0808121421036251,"nominal","nominal",0.108632471463691,4,4,5,1,4,4
"6473","t_Q208","Q268",4516,0.112725340377554,0.241155198299942,NA,0.0772639474374282,"nominal","nominal",0.104291490405717,5,5,7,1,5,5
"6474","t_Q208","Q266",4598,0.108412857309639,0.237830591965544,NA,0.0743097097727623,"nominal","nominal",0.100892742253103,6,6,8,1,6,6
"6475","t_Q208","Q206",4887,0.101121920593565,0.241423908882622,NA,0.0691137602933454,"nominal","nominal",0.0959472232423389,7,7,6,1,7,7
"6476","t_Q208","Q207",4869,0.0991244004747545,0.236633216834039,NA,0.0677500035913583,"nominal","nominal",0.0940506439806452,8,8,9,1,8,8
"6477","t_Q208","Q272",4931,0.0968657302893439,0.220739144904927,NA,0.0662342887487587,"nominal","nominal",0.0908742068265511,9,9,10,1,9,9
"6478","t_Q208","Q205",4877,0.09122687739886,0.20932558765547,NA,0.0623187742040962,"nominal","nominal",0.0856918865076628,10,10,12,1,10,10
"6479","t_Q208","B_COUNTRY",4939,0.0877434886938264,0.209620214351555,NA,0.0599975158888986,"nominal","nominal",0.0832835775766427,11,11,11,1,11,11
"6480","t_Q208","Q200",4910,0.0652859405693675,0.262772483916454,NA,0.0446595809663951,"nominal","nominal",0.0726587791422927,12,12,4,1,12,12
"6481","t_Q208","Q217",4679,0.0436812760443166,0.204083579281337,NA,0.0299296872697095,"nominal","nominal",0.0514705531032544,13,13,13,1,13,13
"6482","t_Q208","Q203",4904,0.0427872967456242,0.15183802877179,NA,0.0292487404952512,"nominal","nominal",0.045569236198017,14,14,23,1,14,14
"6483","t_Q208","Q209",4785,0.0355895791172323,0.186192103019756,NA,0.0243862683501019,"nominal","nominal",0.0439278450472064,16,16,14,1,15,15
"6484","t_Q208","Q216",4812,0.0351769901004984,0.185693295715945,NA,0.024104358303256,"nominal","nominal",0.0435850415836977,17,17,15,1,16,16
"6485","t_Q208","Q262",4907,0.0400681995039953,0.142097237327873,NA,0.027401639806118,"nominal","nominal",0.0426711674676567,15,15,26,1,17,17
"6486","t_Q208","Q218",4478,0.032130672184139,0.173262844227011,NA,0.0221417872831195,"nominal","nominal",0.0402505584478146,18,18,16,1,18,18
"6487","t_Q208","Q215",4389,0.0307736590355949,0.166143300916497,NA,0.0210918712996984,"nominal","nominal",0.0385015505821472,19,19,18,1,19,19
"6488","t_Q208","Q214",4811,0.029775197831321,0.170373133980343,NA,0.0203874204791448,"nominal","nominal",0.0382023250349174,20,20,17,1,20,20
"6489","t_Q208","Q219",4489,0.0279669438778027,0.157219745540959,NA,0.0192570473244879,"nominal","nominal",0.0356662861121294,22,22,20,1,21,21
"6490","t_Q208","Q199",4921,0.0288336475548769,0.146709562088585,NA,0.0197208988805836,"nominal","nominal",0.0351535898036717,21,21,25,1,22,22
"6491","t_Q208","Q210",4741,0.0270413135946912,0.158231884277848,NA,0.0185232597521219,"nominal","nominal",0.0350495383574653,23,23,19,1,23,23
"6492","t_Q208","Q211",4795,0.0254680808805539,0.155597063844522,NA,0.0174483093876644,"nominal","nominal",0.033669116281217,25,25,22,1,24,24
"6493","t_Q208","Q213",4826,0.024118524560012,0.156698104036223,NA,0.0165213349947173,"nominal","nominal",0.0328181687684563,28,28,21,1,25,25
"6494","t_Q208","Q212",4741,0.0239818143524557,0.149461114846145,NA,0.0164393908057096,"nominal","nominal",0.032004290273777,29,29,24,1,26,26
"6495","t_Q208","Q275",4888,0.0261634454948654,0.116563946519093,NA,0.017888033193836,"nominal","nominal",0.0302382482166706,24,24,31,1,27,27
"6496","t_Q208","Q202",4928,0.0242540556247528,0.12097700357139,NA,0.0165838219202924,"nominal","nominal",0.0293242101967403,27,27,30,1,28,28
"6497","t_Q208","Q281",4519,0.0246441106185671,0.110914619794393,NA,0.0169155460748648,"nominal","nominal",0.0286340228099283,26,26,35,1,29,29
"6498","t_Q208","Q279",4858,0.0237523861880931,0.112932147330984,NA,0.0162538364048879,"nominal","nominal",0.0281712324324591,30,30,33,1,30,30
"6499","t_Q208","Q182",4643,0.02322709006837,0.107851006849656,NA,0.0158671337071534,"nominal","nominal",0.0272735079297687,31,31,39,1,31,31
"6500","t_Q208","Q276",3346,0.0231550090697956,0.106945432838398,NA,0.0157802493488148,"nominal","nominal",0.0271091956140673,32,32,40,1,32,32
"6501","t_Q208","Q282",3018,0.022493435956755,0.105258718686742,NA,0.0152906324246893,"nominal","nominal",0.0264482821105143,33,33,41,1,33,33
"6502","t_Q208","Q186",4840,0.0217632353210417,0.103549649981747,NA,0.0148723974726771,"nominal","nominal",0.0258073740780935,34,34,43,1,34,34
"6503","t_Q208","Q278",4339,0.0215131440606697,0.104300337180067,NA,0.014734379885713,"nominal","nominal",0.0257246048676354,35,35,42,1,35,35
"6504","t_Q208","Q41",4916,0.0212713605013537,0.102226010035433,NA,0.0145481794075024,"ordinal","nominal",0.0253329167984509,36,36,46,1,36,36
"6505","t_Q208","Q220",4481,0.0172265563530125,0.122390544790628,NA,0.0118601420123831,"nominal","nominal",0.0245231065923964,42,42,28,1,37,37
"6506","t_Q208","Q38",4913,0.0200808196383981,0.10024759486208,NA,0.0137275034596437,"ordinal","nominal",0.0242855074535136,37,37,51,1,38,38
"6507","t_Q208","Q277",4386,0.0198861918699276,0.101452736794703,NA,0.0136074390985202,"nominal","nominal",0.0242755946995607,38,38,49,1,39,39
"6508","t_Q208","Q184",4845,0.0193563677642796,0.0979423818846853,NA,0.0132368476874795,"nominal","nominal",0.0235432571302401,39,39,54,1,40,40
"6509","t_Q208","Q185",4869,0.0178356175418095,0.0941995784369682,NA,0.0121862882577602,"nominal","nominal",0.0220824160608958,40,40,57,1,41,41
"6510","t_Q208","Q270",4877,0.0174943638216076,0.092078058468075,NA,0.0119700899333449,"nominal","nominal",0.0216381689532968,41,41,61,1,42,42
"6511","t_Q208","Q86",3683,0.0158413061106506,0.103159242984139,NA,0.010867102018972,"nominal","nominal",0.0215885773429923,43,43,44,1,43,43
"6512","t_Q208","Q148",4572,0.0156719777074468,0.102484908321277,NA,0.0107394858020838,"nominal","nominal",0.021393775625612,44,44,45,1,44,44
"6513","t_Q208","Q85",3982,0.0153494345841958,0.101789272375867,NA,0.0105777712924098,"nominal","nominal",0.0211304203882913,45,45,48,1,45,45
"6514","t_Q208","Q169",4693,0.0149571554195846,0.100739227938668,NA,0.0102323908054192,"ordinal","nominal",0.0207005039029938,47,47,50,1,46,46
"6515","t_Q208","Q245",4755,0.014968749175706,0.0865220580406178,NA,0.0102454827605445,"nominal","nominal",0.0192901202131003,46,46,68,1,47,47
"6516","t_Q208","Q2",4926,0.0130129465652011,0.0994523965035498,NA,0.00889768112145995,"ordinal","nominal",0.0191877322927913,52,51,52,1,48,48
"6517","t_Q208","Q227",4323,0.0133052075263249,0.0933441505127851,NA,0.00913114386346259,"ordinal","nominal",0.0188046636272535,48,48,58,1,49,49
"6518","t_Q208","Q83",4217,0.0129310845407362,0.0931440539239169,NA,0.00893349135272997,"nominal","nominal",0.0185538255662505,51,52,59,1,50,50
"6519","t_Q208","Q168",4622,0.00764607088851132,0.123995541578402,NA,0.00522142089678615,"ordinal","nominal",0.0178262279624653,98,98,27,1,51,51
"6520","t_Q208","Q237",4740,0.0121869042753691,0.0908930738239196,NA,0.00835042514493112,"nominal","nominal",0.0177556337519613,57,57,62,1,52,52
"6521","t_Q208","Q37",4906,0.0132360711834938,0.0818886105460705,NA,0.00905035591599487,"ordinal","nominal",0.0175898959592521,49,49,77,1,53,53
"6522","t_Q208","Q143",4665,0.0121162364716314,0.0891431223068689,NA,0.00829850022468824,"nominal","nominal",0.0175282833069893,58,58,64,1,54,54
"6523","t_Q208","Q33",4919,0.013187335154389,0.0809543028967306,NA,0.00901819889854848,"ordinal","nominal",0.0174625501751188,50,50,82,1,55,55
"6524","t_Q208","Q125",3332,0.0072326869799566,0.121406469110724,NA,0.0049603518859313,"ordinal","nominal",0.0172866641366182,103,103,29,1,56,56
"6525","t_Q208","Q62",4778,0.0117793629302838,0.0890686477241531,NA,0.00805693800960991,"nominal","nominal",0.0172748364572664,59,59,65,1,57,57
"6526","t_Q208","Q280",3219,0.0127250473443574,0.081298264308429,NA,0.00865164336255636,"nominal","nominal",0.0171383266516839,55,55,78,1,58,58
"6527","t_Q208","Q164",4902,0.012805147432382,0.0801410426654107,NA,0.00875533620724196,"nominal","nominal",0.0171088502206009,53,53,85,1,59,59
"6528","t_Q208","Q283",4370,0.0127337944859365,0.0803067941591117,NA,0.00869926489199604,"nominal","nominal",0.0170703766968897,54,54,84,1,60,60
"6529","t_Q208","Q259",4804,0.0115908352171772,0.087891735984302,NA,0.0079228028585852,"nominal","nominal",0.0170201058787345,62,62,66,1,61,61
"6530","t_Q208","Q172",4884,0.0125633959098703,0.0791326193367186,NA,0.00859678170489997,"nominal","nominal",0.0168403497295729,56,56,87,1,62,62
"6531","t_Q208","Q5",4857,0.0113425783919761,0.0868162019211911,NA,0.00776831064873816,"ordinal","nominal",0.0167453800989548,63,63,67,1,63,63
"6532","t_Q208","Q235",4719,0.0108902476969144,0.0851056543160515,NA,0.00747683429626935,"nominal","nominal",0.0162637403184411,66,66,71,1,64,64
"6533","t_Q208","Q224",4380,0.0107514352084799,0.0846055900077269,NA,0.00738658064500636,"ordinal","nominal",0.0161179379503205,68,68,72,1,65,65
"6534","t_Q208","Q288",4821,0.0116019512077665,0.0778195681996184,NA,0.00793050785494403,"nominal","nominal",0.0160208468952582,61,61,93,1,66,66
"6535","t_Q208","Q22",4721,0.00649533519070111,0.113959919061536,NA,0.00445009389258528,"ordinal","nominal",0.0160146487989151,118,118,32,1,67,67
"6536","t_Q208","Q28",4869,0.0105568907217766,0.0839290528577816,NA,0.00721417168012417,"ordinal","nominal",0.0158884755103856,69,69,74,1,68,68
"6537","t_Q208","Q187",4830,0.0116515686614074,0.0755994620895324,NA,0.00795934143263469,"nominal","nominal",0.0158310216669563,60,60,100,1,69,69
"6538","t_Q208","Q25",4895,0.0062927234328205,0.112854042272706,NA,0.00430269164884871,"ordinal","nominal",0.015754836246426,121,121,34,1,70,70
"6539","t_Q208","Q48",4891,0.0112355815436631,0.0747825373973968,NA,0.00768347445376148,"nominal","nominal",0.0154590128750955,64,64,103,1,71,71
"6540","t_Q208","Q222",4470,0.00978400484031372,0.0841181055612706,NA,0.00670354354329119,"nominal","nominal",0.0153691381341959,74,74,73,1,72,72
"6541","t_Q208","Q167",4630,0.00609173980514743,0.110386181694921,NA,0.00416056337634044,"ordinal","nominal",0.0153624781368406,128,127,38,1,73,73
"6542","t_Q208","Q20",4884,0.00607155399536374,0.110405606686545,NA,0.00414976727851567,"ordinal","nominal",0.0153518872343731,129,129,37,1,74,74
"6543","t_Q208","Q123",3900,0.00599889412027643,0.110473462261167,NA,0.0041338681715047,"ordinal","nominal",0.0153273353651024,130,130,36,1,75,75
"6544","t_Q208","Q247",4796,0.0109505849957374,0.0739105405841161,NA,0.00748938469212726,"nominal","nominal",0.0151698603724092,65,65,106,1,76,76
"6545","t_Q208","Q81",4734,0.00984056607101103,0.0811954020483313,NA,0.00674811429554884,"nominal","nominal",0.0151205786034657,71,73,79,1,77,77
"6546","t_Q208","Q49",4915,0.0108758571433452,0.0738877258301439,NA,0.00743724933440815,"nominal","nominal",0.0151138793266628,67,67,107,1,78,78
"6547","t_Q208","Q147",4896,0.0098626676200908,0.0809893375022279,NA,0.0067426856040418,"nominal","nominal",0.0151033453986751,72,71,81,1,79,79
"6548","t_Q208","Q6",4904,0.00974068599068989,0.0810401309587698,NA,0.00666129755606405,"ordinal","nominal",0.0150229974267224,75,75,80,1,80,80
"6549","t_Q208","Q231",4332,0.00947963719849554,0.0789244060939134,NA,0.00651741939883633,"ordinal","nominal",0.0146467834082418,77,77,89,1,81,81
"6550","t_Q208","Q65",4851,0.00946608442184527,0.0789439202660003,NA,0.00647877724156893,"nominal","nominal",0.014621483698095,78,78,88,1,82,82
"6551","t_Q208","Q89",3923,0.00929576032367674,0.0793105293004378,NA,0.0063868284011299,"nominal","nominal",0.0145518780678247,81,81,86,1,83,83
"6552","t_Q208","Q243",4835,0.0103323553758452,0.0716343071292876,NA,0.00707138963910286,"nominal","nominal",0.014505971109144,70,70,113,1,84,84
"6553","t_Q208","Q239",4675,0.00895306966347675,0.0772338878991268,NA,0.00613003742850665,"nominal","nominal",0.0140873321460597,85,85,94,1,85,85
"6554","t_Q208","Q248",4806,0.00984396541638244,0.0703643524410715,NA,0.00673041175154329,"nominal","nominal",0.0140278719199479,73,72,117,1,86,86
"6555","t_Q208","Q142",4706,0.00886235099698229,0.076415239826044,NA,0.0060896225088638,"nominal","nominal",0.0139540027870174,86,86,96,1,87,87
"6556","t_Q208","Q23",4889,0.00504147296673629,0.102067747330111,NA,0.00344651897066828,"ordinal","nominal",0.013787128005433,156,155,47,1,88,88
"6557","t_Q208","Q76",4836,0.00876456301764694,0.075588104019849,NA,0.00599503134870443,"nominal","nominal",0.0137851981165016,87,87,101,1,89,89
"6558","t_Q208","Q287",4769,0.00968075838079674,0.0686414521113903,NA,0.00662188242028131,"nominal","nominal",0.0137415021775468,76,76,122,1,90,90
"6559","t_Q208","Q93",3364,0.00715673132405215,0.085860245334401,NA,0.00495386589711062,"nominal","nominal",0.0137053634689221,105,107,69,1,91,91
"6560","t_Q208","Q226",4084,0.00838995087946337,0.0760095445466348,NA,0.00577154180837797,"ordinal","nominal",0.0135808648035293,89,89,98,1,92,92
"6561","t_Q208","Q60",4917,0.00845825730698735,0.0756557972020439,NA,0.0057869074561374,"nominal","nominal",0.013575201385983,88,88,99,1,93,93
"6562","t_Q208","Q39",4899,0.00941419047424752,0.0683820005376256,NA,0.00643865117432173,"ordinal","nominal",0.0135256479006299,79,79,124,1,94,94
"6563","t_Q208","Q79",4705,0.0083211500109428,0.0750909425504374,NA,0.00570735729345558,"nominal","nominal",0.0134298536343999,90,90,102,1,95,95
"6564","t_Q208","Q274",4770,0.00936296084628907,0.0677283262453326,NA,0.00639164976907844,"nominal","nominal",0.013416710739867,80,80,129,1,96,96
"6565","t_Q208","Q120",4800,0.00920660036308707,0.0682998504373057,NA,0.00630276165435011,"ordinal","nominal",0.0133736221452668,83,82,125,1,97,97
"6566","t_Q208","Q240",3270,0.00914509407602981,0.0679300265303486,NA,0.00637333181207282,"nominal","nominal",0.0133605299630875,82,84,128,1,98,98
"6567","t_Q208","Q68",4628,0.0082683649581119,0.0746162178590389,NA,0.00568071450790684,"nominal","nominal",0.0133505599780816,91,91,104,1,99,99
"6568","t_Q208","Q50",4917,0.0091916994071255,0.0679646092720197,NA,0.00628492723700455,"nominal","nominal",0.0133249270915424,84,83,127,1,100,100
"6569","t_Q208","Q74",4801,0.00825935834232094,0.0739474419963864,NA,0.00566079332437019,"nominal","nominal",0.013269027696957,92,92,105,1,101,101
"6570","t_Q208","Q95",4885,0.00713981365028094,0.0819210648543624,NA,0.00488506366587816,"nominal","nominal",0.0132650887800474,109,109,76,1,102,102
"6571","t_Q208","Q26",4890,0.00457913615997363,0.0990135518022025,NA,0.00313231444355803,"ordinal","nominal",0.0131544846943472,169,169,53,1,103,103
"6572","t_Q208","Q57",4886,0.00463999775578738,0.0959669613430366,NA,0.00317285667864911,"nominal","nominal",0.0128924094682293,167,167,56,1,104,104
"6573","t_Q208","Q21",4891,0.00444235556840411,0.0962295722984221,NA,0.00303823345457263,"ordinal","nominal",0.012778603973107,174,174,55,1,105,105
"6574","t_Q208","Q271",4893,0.00785714966693796,0.0717478887293384,NA,0.00536871265485556,"nominal","nominal",0.0127531613659286,95,95,112,1,106,106
"6575","t_Q208","Q80",4608,0.00775997232066583,0.0706491308885729,NA,0.00532332654490156,"nominal","nominal",0.012586900711998,96,96,116,1,107,107
"6576","t_Q208","Q100",4865,0.00666215539399495,0.078424615652692,NA,0.00456199708288505,"nominal","nominal",0.0125783064331987,114,114,91,1,108,108
"6577","t_Q208","Q98",4881,0.00665043409027355,0.0782112786573347,NA,0.00455030413509788,"nominal","nominal",0.0125464405738743,115,115,92,1,109,109
"6578","t_Q208","Q234",4541,0.00723183893421364,0.0734474560634261,NA,0.00495417225719912,"ordinal","nominal",0.0124868006409262,104,104,109,1,110,110
"6579","t_Q208","Q88",4182,0.00740676989767586,0.0711736043927151,NA,0.00509624498433043,"nominal","nominal",0.0123971383991725,100,100,115,1,111,111
"6580","t_Q208","Q230",4275,0.00745662916336354,0.0699853221184702,NA,0.00511868765027602,"ordinal","nominal",0.0123067335510217,99,99,119,1,112,112
"6581","t_Q208","Q17",4902,0.00424354425869033,0.0923232238683257,NA,0.0029018497626988,"nominal","nominal",0.012246495522059,180,180,60,1,113,113
"6582","t_Q208","Q87",4023,0.0072804812017111,0.0702178249160784,NA,0.00501941507594685,"nominal","nominal",0.0122175758976893,101,101,118,1,114,114
"6583","t_Q208","Q35",4889,0.0080329583134402,0.064172276253354,NA,0.00549300484748139,"ordinal","nominal",0.0121229180278563,93,93,139,1,115,115
"6584","t_Q208","Q69",4905,0.00717657857332643,0.0697089898191185,NA,0.00491111838943704,"nominal","nominal",0.012070543587572,107,106,120,1,116,116
"6585","t_Q208","Q165",4854,0.0041166195676583,0.0908414196132803,NA,0.00281405132983199,"ordinal","nominal",0.0120075586295247,182,182,63,1,117,117
"6586","t_Q208","Q246",4779,0.0079791739114432,0.0624544848772364,NA,0.00546763140053551,"nominal","nominal",0.0119197795014779,94,94,148,1,118,118
"6587","t_Q208","Q242",4755,0.00770343183673017,0.0625680963948076,NA,0.00527157444589081,"nominal","nominal",0.0117307838580343,97,97,147,1,119,119
"6588","t_Q208","Q132",4559,0.00679263089825621,0.0667651372504095,NA,0.00465729441764706,"nominal","nominal",0.0115086796451061,110,110,131,1,120,120
"6589","t_Q208","Q113",4743,0.00672762202188881,0.0667307190978102,NA,0.00460973652437639,"nominal","nominal",0.0114572004309735,112,112,132,1,121,121
"6590","t_Q208","Q96",4885,0.0057421802728248,0.073673297944455,NA,0.00392844343881433,"nominal","nominal",0.0114470499395815,138,138,108,1,122,122
"6591","t_Q208","Q256",4896,0.00659369467791127,0.0665583034759296,NA,0.00450829078057989,"nominal","nominal",0.0113389132193143,117,117,133,1,123,123
"6592","t_Q208","Q176",4794,0.00728026174606811,0.0604786213520244,NA,0.0049815470424862,"nominal","nominal",0.0112208688845146,102,102,157,1,124,124
"6593","t_Q208","Q15",4899,0.00365658310835837,0.085341968790377,NA,0.00250115662445383,"nominal","nominal",0.0111318657862175,186,186,70,1,125,125
"6594","t_Q208","Q159",4744,0.00718543519306714,0.0601882544840195,NA,0.00491204468160804,"nominal","nominal",0.0111216828152869,106,105,160,1,126,126
"6595","t_Q208","Q72",4813,0.00639842559607029,0.06502476344015,NA,0.00438406694468694,"nominal","nominal",0.0110524441896483,119,119,135,1,127,127
"6596","t_Q208","Q34",4916,0.00715159668300647,0.0595317029121727,NA,0.0048885226606111,"ordinal","nominal",0.0110317628924859,108,108,163,1,128,128
"6597","t_Q208","Q92",3375,0.00516699437885215,0.0723248112735995,NA,0.00356580955080065,"nominal","nominal",0.010922065171496,151,153,111,1,129,129
"6598","t_Q208","Q70",4879,0.00619283098215817,0.0650852235849911,NA,0.0042428281891097,"nominal","nominal",0.0109120685666124,122,123,134,1,130,130
"6599","t_Q208","Q30",4907,0.00616142435656819,0.0649076356680876,NA,0.00421506692968964,"ordinal","nominal",0.010868231031593,125,125,136,1,131,131
"6600","t_Q208","Q77",4736,0.00617999905764588,0.0643732446954912,NA,0.00423245036446856,"nominal","nominal",0.010830794405524,124,124,138,1,132,132
